Data,Manaus,Itacoatiara,Iquitos,Tabatinga,Stº. Ant. Içá,Coari
13/08/2024,23.76,9.47,76.90,0.20,1.82,10.90
14/08/2024,23.63,9.36,76.96,0.13,1.60,10.63
15/08/2024,23.45,9.25,76.99,0.09,1.47,10.34
16/08/2024,23.28,9.12,77.02,0.06,1.34,10.04
17/08/2024,23.11,8.98,77.03,0.03,0.98,9.75
18/08/2024,22.94,8.84,77.04,0.02,0.94,9.45
19/08/2024,22.76,8.70,77.02,0.02,0.86,9.12
20/08/2024,22.56,8.54,76.98,0.07,0.76,8.86
21/08/2024,22.36,8.39,76.90,0.12,0.76,8.55
22/08/2024,22.15,8.22,76.80,0.08,0.76,8.22
23/08/2024,21.93,8.06,76.66,0.04,0.74,7.94
24/08/2024,21.71,7.90,76.51,-0.09,0.72,7.64
25/08/2024,21.48,7.72,76.47,-0.19,0.76,7.35
26/08/2024,21.24,7.54,76.34,-0.31,0.71,7.10
27/08/2024,21.01,7.36,76.21,-0.44,0.61,6.88
28/08/2024,20.77,7.16,76.15,-0.60,0.54,6.65
29/08/2024,20.53,6.92,76.11,-0.78,0.44,6.44
30/08/2024,20.27,6.77,76.10,-0.94,0.06,6.23
31/08/2024,20.02,6.57,76.10,-1.11,-0.03,6.06
01/09/2024,19.78,6.36,76.04,-1.21,-0.14,5.85
02/09/2024,19.53,6.15,76.05,-1.33,-0.22,5.67
03/09/2024,19.26,5.93,76.05,-1.35,-0.32,5.53
04/09/2024,19.01,5.72,76.03,-1.31,-0.42,5.33
05/09/2024,18.75,5.50,75.98,-1.25,-0.52,5.16
06/09/2024,18.49,5.28,75.93,-1.23,-0.56,4.99
07/09/2024,18.23,5.20,75.88,-1.26,-0.60,4.80
08/09/2024,17.98,4.92,75.87,-1.32,-0.66,4.60
09/09/2024,17.73,4.74,75.87,-1.42,-0.71,4.40
10/09/2024,17.47,4.54,75.86,-1.56,-0.80,4.20
11/09/2024,17.21,4.34,75.83,-1.63,-0.90,3.97
12/09/2024,16.97,4.10,75.75,-1.71,-0.99,3.74
13/09/2024,16.75,3.82,75.66,-1.79,-1.09,3.50
14/09/2024,16.50,3.58,75.60,-1.83,-1.19,3.30
15/09/2024,16.25,3.36,75.54,-1.87,-1.28,3.12
16/09/2024,15.99,3.16,75.49,-1.91,-1.37,2.94
17/09/2024,15.77,2.94,75.47,-1.97,-1.43,2.74
18/09/2024,15.53,2.75,75.37,-2.02,-1.50,2.60
19/09/2024,15.29,2.59,75.30,-2.13,-1.56,2.60
20/09/2024,15.08,2.44,75.28,-2.23,-1.65,2.51
21/09/2024,14.87,2.28,75.23,-2.28,-1.72,2.40
22/09/2024,14.68,2.12,75.19,-2.37,-1.78,2.30
23/09/2024,14.49,1.97,75.18,-2.45,-1.65,2.12
24/09/2024,14.30,1.82,75.23,-2.51,-1.77,2.06
25/09/2024,14.11,1.62,75.28,-2.51,-1.86,1.93
26/09/2024,13.92,1.42,75.37,-2.54,-1.94,1.82
27/09/2024,13.73,1.23,75.40,-2.49,-1.97,1.70
28/09/2024,13.54,1.04,75.42,-2.44,-1.99,1.60
29/09/2024,13.36,0.86,75.40,-2.40,-1.96,1.49
30/09/2024,13.19,0.69,75.42,-2.30,-1.95,1.43
01/10/2024,13.05,0.61,75.42,-2.19,-1.94,1.34
02/10/2024,12.91,0.51,75.45,-2.04,-1.91,1.28
03/10/2024,12.77,0.41,75.45,-1.98,-1.83,1.22
04/10/2024,12.66,0.32,75.46,-1.99,-1.77,1.21
05/10/2024,12.53,0.25,75.41,-2.08,-1.68,1.16
06/10/2024,12.41,0.22,75.44,-2.16,-1.62,1.12
07/10/2024,12.29,0.13,75.49,-2.26,-1.60,1.10
08/10/2024,12.17,0.08,75.66,-2.34,-1.68,1.12
09/10/2024,12.11,0.04,75.64,-2.35,-1.72,1.14
10/10/2024,12.11,0.02,75.76,-2.35,-1.72,1.17
11/10/2024,12.11,-0.03,75.88,-2.18,-1.71,1.19
12/10/2024,12.11,-0.09,,-2.04,-1.67,1.19
13/10/2024,12.12,-0.11,76.13,-1.98,-1.62,1.19
14/10/2024,12.13,-0.11,76.20,-1.82,-1.55,1.20
15/10/2024,12.16,-0.08,76.24,-1.71,-1.50,1.22
16/10/2024,12.20,-0.03,76.29,-1.65,-1.45,1.24
17/10/2024,12.25,0.03,76.45,-1.50,-1.33,1.27
18/10/2024,12.30,0.07,76.52,-1.44,-1.28,1.30
19/10/2024,12.34,0.12,76.58,-1.39,-1.25,1.33
20/10/2024,12.37,0.17,76.69,-1.26,-1.21,1.35
21/10/2024,12.40,0.21,76.84,-1.14,-1.15,1.41
22/10/2024,12.46,0.25,76.90,-1.01,-1.05,1.40
23/10/2024,12.50,0.29,76.79,-0.80,-0.93,1.42
24/10/2024,12.50,0.23,76.48,-0.69,-0.72,1.41
25/10/2024,12.46,0.16,76.28,-0.50,-0.56,1.42
26/10/2024,12.41,0.06,76.13,-0.44,-0.41,1.42
27/10/2024,12.35,-0.01,76.05,-0.52,-0.32,1.44
28/10/2024,12.29,-0.06,76.08,-0.64,-0.62,1.44
29/10/2024,12.25,-0.11,76.25,-0.79,-0.61,1.55
30/10/2024,12.21,-0.15,76.65,-0.98,-0.60,1.61
31/10/2024,12.18,-0.17,77.24,-0.98,-0.62,1.68
01/11/2024,12.18,-0.18,77.95,-0.81,-0.64,1.71
02/11/2024,12.18,-0.14,78.77,-0.30,-0.62,1.74
03/11/2024,12.18,-0.12,79.29,0.38,-0.46,1.76
04/11/2024,12.17,-0.13,79.60,1.13,-0.02,1.77
05/11/2024,12.18,-0.08,79.78,1.86,0.53,1.78
06/11/2024,12.18,-0.11,79.89,2.43,1.26,1.84
07/11/2024,12.19,-0.13,79.85,2.75,1.94,1.94
08/11/2024,12.23,-0.12,79.83,2.90,2.42,2.10
09/11/2024,12.33,-0.07,79.68,2.92,2.83,2.43
10/11/2024,12.43,-0.02,79.61,2.94,3.17,2.87
11/11/2024,12.53,0.06,79.30,2.84,3.37,3.30
12/11/2024,12.67,0.12,79.11,2.73,3.44,3.70
13/11/2024,12.88,0.27,78.86,2.62,3.47,4.15
14/11/2024,13.09,0.46,78.59,2.49,3.45,4.42
15/11/2024,13.28,0.64,78.47,2.33,3.41,4.67
16/11/2024,13.47,0.84,78.42,2.14,3.31,4.86
17/11/2024,13.66,,78.39,1.98,3.20,5.00
18/11/2024,13.85,,78.43,1.84,3.05,5.08
19/11/2024,13.97,,78.49,1.74,2.81,5.13
20/11/2024,14.07,1.46,78.54,1.69,2.64,5.13
21/11/2024,14.15,1.49,78.56,1.71,2.57,5.10
22/11/2024,14.18,1.54,78.58,1.77,2.50,5.06
23/11/2024,14.20,1.55,78.60,1.80,2.48,5.00
24/11/2024,14.22,1.56,78.72,1.96,2.52,4.96
25/11/2024,14.25,1.56,78.86,2.09,2.60,4.91
26/11/2024,14.26,1.57,79.24,2.16,2.72,4.87
27/11/2024,14.28,1.60,79.74,2.23,2.83,4.85
28/11/2024,14.30,1.64,80.11,2.56,3.02,4.85
29/11/2024,14.33,1.68,80.43,2.92,3.15,4.87
30/11/2024,14.37,1.72,80.63,3.31,3.35,4.90
01/12/2024,14.41,1.77,80.79,3.64,3.65,4.95
02/12/2024,14.45,1.81,80.91,3.89,3.87,5.00
03/12/2024,14.49,1.88,81.05,4.09,4.08,5.10
04/12/2024,14.57,1.95,81.15,4.24,4.30,5.22
05/12/2024,14.65,2.01,81.27,4.37,4.48,5.36
06/12/2024,14.75,2.13,81.39,4.49,4.64,5.54
07/12/2024,14.86,2.24,81.45,4.64,4.82,5.76
08/12/2024,14.98,2.34,81.45,4.79,5.00,5.95
09/12/2024,15.10,2.42,81.45,4.94,5.17,6.12
10/12/2024,15.23,2.51,81.45,5.18,5.48,6.30
11/12/2024,15.34,2.58,81.47,5.38,5.60,6.48
12/12/2024,15.44,2.69,81.60,5.56,5.86,6.66
13/12/2024,15.54,2.80,81.74,5.71,6.17,6.85
14/12/2024,15.66,2.90,81.85,5.82,6.41,7.03
15/12/2024,15.78,3.03,81.97,5.94,6.65,7.21
16/12/2024,15.91,3.16,82.07,6.09,6.86,7.42
17/12/2024,16.06,3.31,82.10,6.24,7.03,7.68
18/12/2024,16.20,3.44,82.21,6.39,7.26,8.02
19/12/2024,16.34,3.60,82.26,6.54,7.42,8.15
20/12/2024,16.49,3.72,82.34,6.62,7.68,8.30
21/12/2024,16.64,3.85,82.47,6.71,7.70,8.42
22/12/2024,16.79,3.98,82.59,6.82,7.86,8.54
23/12/2024,16.94,4.10,82.71,6.98,7.99,8.63
24/12/2024,17.09,4.22,83.55,7.28,8.17,8.77
25/12/2024,17.23,4.40,83.73,7.53,8.38,8.94
26/12/2024,17.38,4.48,83.79,7.74,8.60,9.10
27/12/2024,17.54,4.61,83.76,7.93,8.80,9.30
28/12/2024,17.71,4.74,83.80,8.13,9.01,9.52
29/12/2024,17.88,4.87,83.86,8.24,9.21,9.76
30/12/2024,18.05,5.04,83.87,8.34,9.32,9.96
31/12/2024,18.22,5.21,83.88,8.42,9.44,10.15
01/01/2025,18.40,5.39,83.91,8.48,9.55,10.34
02/01/2025,18.58,5.54,83.97,8.56,9.65,10.52
03/01/2025,18.78,5.70,84.03,8.65,9.74,10.72
04/01/2025,18.99,5.87,84.07,8.72,9.84,10.88
05/01/2025,19.20,6.08,84.10,8.79,9.94,11.05
06/01/2025,19.41,6.25,84.10,8.83,10.00,11.23
07/01/2025,19.61,6.40,84.09,8.87,10.07,11.34
08/01/2025,19.80,6.47,84.09,8.88,10.12,11.46
09/01/2025,19.99,6.63,84.10,8.88,10.16,11.60
10/01/2025,20.15,6.80,84.10,8.86,10.20,11.70
11/01/2025,20.29,6.97,84.10,8.90,10.20,11.81
12/01/2025,20.43,7.09,84.11,8.96,10.21,11.92
13/01/2025,20.56,7.19,84.11,9.02,10.25,12.02
14/01/2025,20.68,7.30,83.99,9.07,10.30,12.15
15/01/2025,20.79,7.41,83.90,9.13,10.34,12.23
16/01/2025,20.90,7.52,83.80,9.11,10.37,12.31
17/01/2025,21.00,7.66,83.54,9.04,10.38,12.40
18/01/2025,21.13,7.77,83.38,8.96,10.36,12.46
19/01/2025,21.25,7.89,83.26,8.81,10.30,12.54
20/01/2025,21.38,8.00,83.19,8.64,10.26,12.60
21/01/2025,21.48,8.10,82.78,8.38,10.19,12.67
22/01/2025,21.58,8.20,82.58,8.14,10.05,12.69
23/01/2025,21.68,8.31,82.39,7.96,9.89,12.78
24/01/2025,21.77,8.40,82.25,7.83,9.70,12.80
25/01/2025,21.86,8.50,82.13,7.58,9.46,12.82
26/01/2025,21.95,8.60,82.03,7.35,9.24,12.80
27/01/2025,22.03,8.72,81.94,7.09,8.97,12.79
28/01/2025,22.09,8.74,81.94,6.80,8.70,12.76
29/01/2025,22.13,8.79,81.93,6.48,8.40,12.70
30/01/2025,22.17,8.86,81.88,6.28,8.17,12.65
31/01/2025,22.20,8.93,81.93,6.22,7.94,12.58
01/02/2025,22.21,8.96,81.85,6.36,7.78,12.58
02/02/2025,22.21,9.03,81.89,6.38,7.66,12.48
03/02/2025,22.21,9.07,81.99,6.42,7.60,12.30
04/02/2025,22.21,9.10,82.04,6.54,7.56,12.18
05/02/2025,22.23,9.12,82.12,6.68,7.53,12.08
06/02/2025,22.23,9.14,82.19,6.74,7.72,12.00
07/02/2025,22.22,9.15,82.22,6.84,7.84,11.90
08/02/2025,22.24,9.17,82.35,7.19,8.01,11.84
09/02/2025,22.26,9.20,82.40,7.40,8.21,11.88
10/02/2025,22.29,9.27,82.53,7.52,8.45,11.84
11/02/2025,22.33,9.29,82.71,7.63,8.65,11.84
12/02/2025,22.35,9.32,82.92,7.78,8.86,11.90
13/02/2025,22.39,9.39,83.11,7.99,9.06,11.95
14/02/2025,22.46,9.43,83.29,8.40,9.41,12.01
15/02/2025,22.55,9.52,83.43,8.69,9.73,12.17
16/02/2025,22.64,9.60,83.51,8.86,9.99,12.37
17/02/2025,22.73,9.67,83.58,8.95,10.17,12.40
18/02/2025,22.83,9.71,83.68,9.09,10.39,12.53
19/02/2025,22.93,9.78,83.74,9.15,10.51,12.68
20/02/2025,23.01,9.89,83.78,9.22,10.59,12.80
21/02/2025,23.10,9.98,83.84,9.31,10.71,12.94
22/02/2025,23.21,10.07,83.93,9.37,10.79,13.08
23/02/2025,23.33,10.17,84.05,9.48,10.90,13.21
24/02/2025,23.45,10.24,84.18,9.60,10.96,13.37
25/02/2025,23.57,10.33,84.33,9.73,11.05,13.53
26/02/2025,23.67,10.41,84.47,9.84,11.13,13.66
27/02/2025,23.79,10.49,84.57,9.98,11.30,13.77
28/02/2025,23.91,10.52,84.67,10.11,11.30,13.80
01/03/2025,,10.58,,10.20,11.36,13.98
