Data,Manaus,Itacoatiara,Iquitos,Tabatinga,Stº. Ant. Içá,Coari
01/01/2020,22.87,9.10,,11.43,,13.90
02/01/2020,22.99,9.19,,11.48,,13.96
03/01/2020,23.06,9.28,,11.53,,14.03
04/01/2020,23.12,9.30,,11.58,,14.08
05/01/2020,23.18,9.41,,11.63,,14.14
06/01/2020,23.25,9.48,,11.65,,14.19
07/01/2020,23.32,9.53,,11.67,,14.22
08/01/2020,23.38,9.61,,11.67,,14.28
09/01/2020,23.43,9.68,,11.67,,14.33
10/01/2020,23.50,9.75,,11.68,,14.38
11/01/2020,23.56,9.83,,11.70,,14.42
12/01/2020,23.63,9.90,,11.72,,14.46
13/01/2020,23.70,9.97,,11.74,,14.50
14/01/2020,23.78,10.04,,11.75,,14.54
15/01/2020,23.86,10.08,,11.75,,14.58
16/01/2020,23.95,10.14,,11.74,,14.61
17/01/2020,24.06,10.19,,11.70,,14.66
18/01/2020,24.09,10.22,,11.72,,14.69
19/01/2020,24.12,10.24,,11.72,,14.71
20/01/2020,24.16,10.33,,11.68,,14.73
21/01/2020,24.20,10.38,,11.62,,14.76
22/01/2020,24.26,10.43,,11.56,,14.84
23/01/2020,24.32,10.44,,11.49,,14.86
24/01/2020,24.36,10.44,,11.43,,14.88
25/01/2020,24.40,10.46,,11.40,,14.90
26/01/2020,24.43,10.49,,11.35,,14.92
27/01/2020,24.46,10.50,,11.30,,14.94
28/01/2020,24.51,10.53,,11.27,,14.98
29/01/2020,24.53,10.54,,11.23,,15.07
30/01/2020,24.54,10.54,,11.20,,15.10
31/01/2020,24.55,10.55,,10.80,,15.11
01/02/2020,24.56,10.56,,10.69,,15.12
02/02/2020,24.57,10.56,,10.70,,15.14
03/02/2020,24.59,10.58,,10.66,,15.14
04/02/2020,24.60,10.57,,10.62,,15.14
05/02/2020,24.61,10.58,,10.50,,15.14
06/02/2020,24.62,10.58,,10.52,,15.12
07/02/2020,24.62,10.58,,10.46,,15.12
08/02/2020,24.62,10.59,,10.46,,15.12
09/02/2020,24.61,10.59,,10.42,,15.12
10/02/2020,24.59,10.60,,10.43,,15.10
11/02/2020,24.56,10.55,,10.38,,15.08
12/02/2020,24.54,10.59,,10.32,,15.10
13/02/2020,24.54,10.61,,10.23,,15.10
14/02/2020,24.55,10.63,,10.19,,15.10
15/02/2020,24.56,10.67,,10.10,,15.10
16/02/2020,24.58,10.68,,10.02,,15.10
17/02/2020,24.60,10.70,,9.80,,15.10
18/02/2020,24.61,10.72,,9.79,,15.08
19/02/2020,24.61,10.72,,9.58,,15.08
20/02/2020,24.61,10.73,,9.50,,15.06
21/02/2020,24.59,10.75,,9.32,,15.05
22/02/2020,24.57,10.76,,9.18,,15.02
23/02/2020,24.55,10.77,,9.10,,14.98
24/02/2020,24.54,10.79,,8.99,,14.95
25/02/2020,24.53,10.82,,8.90,,14.97
26/02/2020,24.52,10.84,,8.76,,14.98
27/02/2020,24.52,10.85,,8.78,,14.95
28/02/2020,24.54,10.88,,8.80,,15.00
01/03/2020,24.55,10.91,,8.88,,14.94
02/03/2020,24.55,10.95,,8.90,,14.92
03/03/2020,24.56,10.97,,8.90,,14.90
04/03/2020,24.58,10.98,,8.90,,14.88
05/03/2020,24.60,11.02,,8.96,,14.88
06/03/2020,24.60,11.04,,8.92,,14.88
07/03/2020,24.60,11.07,,8.97,,14.88
08/03/2020,24.61,11.08,,9.06,,14.84
09/03/2020,24.63,11.12,,9.16,,14.80
10/03/2020,24.65,11.13,,9.29,,14.80
11/03/2020,24.67,11.17,,9.36,,14.80
12/03/2020,24.68,11.20,,9.42,,14.87
13/03/2020,24.69,11.23,,9.46,,14.90
14/03/2020,24.71,11.28,,9.47,,14.92
15/03/2020,24.74,11.34,,9.50,,14.94
16/03/2020,24.77,11.37,,9.55,,14.94
17/03/2020,24.80,11.41,,9.56,,14.98
18/03/2020,24.84,11.46,,9.54,,15.00
19/03/2020,24.87,11.48,,9.56,,15.05
20/03/2020,24.92,11.60,,9.59,,15.09
21/03/2020,24.96,11.63,,9.56,,15.11
22/03/2020,25.00,11.66,,9.53,,15.15
23/03/2020,25.05,11.66,,9.49,,15.17
24/03/2020,25.08,11.75,,9.47,,15.19
25/03/2020,25.10,11.76,,9.46,,15.21
26/03/2020,25.12,11.79,,9.42,,15.24
27/03/2020,25.13,11.81,,9.41,,15.25
28/03/2020,25.14,11.83,,9.36,,15.28
29/03/2020,25.16,11.83,,9.32,,15.29
30/03/2020,25.18,11.86,,9.36,,15.30
31/03/2020,25.22,11.90,,9.40,,15.32
01/04/2020,25.27,11.91,,9.35,,15.35
02/04/2020,25.34,11.94,,9.50,,15.37
03/04/2020,25.39,11.97,,9.55,,15.43
04/04/2020,25.41,12.01,,9.59,,15.45
05/04/2020,25.41,12.02,,9.68,,15.48
06/04/2020,25.41,12.04,,9.76,,15.50
07/04/2020,25.42,12.07,,9.82,,15.52
08/04/2020,25.43,12.07,,9.90,,15.54
09/04/2020,25.48,12.13,,10.00,,15.59
10/04/2020,25.53,12.15,,10.14,,15.62
11/04/2020,25.59,12.20,,10.26,,15.64
12/04/2020,25.66,12.22,,10.42,,15.70
13/04/2020,25.73,12.27,,10.50,,15.73
14/04/2020,25.77,12.32,,10.56,,15.78
15/04/2020,25.83,12.35,,10.63,,15.84
16/04/2020,25.88,12.38,,10.69,,15.88
17/04/2020,25.95,12.43,,10.73,,15.92
18/04/2020,26.02,12.44,,10.78,,15.96
19/04/2020,26.08,12.50,,10.78,,16.00
20/04/2020,26.14,12.54,,10.90,,16.05
21/04/2020,26.20,12.57,,10.96,,16.08
22/04/2020,26.25,12.64,,11.01,,16.13
23/04/2020,26.31,12.66,,11.07,,16.18
24/04/2020,26.36,12.68,,11.10,,16.20
25/04/2020,26.42,12.73,,11.12,,16.23
26/04/2020,26.49,12.80,,11.20,,16.25
27/04/2020,26.56,12.83,,11.21,,16.28
28/04/2020,26.63,12.87,,11.21,,16.38
29/04/2020,26.68,12.91,,11.21,,16.42
30/04/2020,26.72,12.94,,11.18,,16.46
01/05/2020,26.77,12.98,,11.18,,16.49
02/05/2020,26.82,13.00,,11.17,,16.51
03/05/2020,26.88,13.06,,11.22,,16.55
04/05/2020,26.95,13.07,,11.20,,16.58
05/05/2020,27.03,13.11,,11.19,,16.61
06/05/2020,27.08,13.17,,11.18,,16.64
07/05/2020,27.12,13.20,,11.16,,16.70
08/05/2020,27.19,13.23,,11.13,,16.74
09/05/2020,27.24,13.26,,11.12,,16.77
10/05/2020,27.28,13.29,,11.09,,16.79
11/05/2020,27.32,13.31,,11.07,,16.83
12/05/2020,27.36,13.35,,11.10,,16.85
13/05/2020,27.42,13.36,,11.12,,16.89
14/05/2020,27.47,13.40,,11.12,,16.91
15/05/2020,27.53,13.42,,11.12,,16.94
16/05/2020,27.59,13.45,,11.15,,16.94
17/05/2020,27.64,13.48,,11.19,,16.98
18/05/2020,27.68,13.51,,11.20,,17.01
19/05/2020,27.73,13.53,,11.21,,17.04
20/05/2020,27.79,13.55,,11.23,,17.08
21/05/2020,27.83,13.58,,11.24,,17.11
22/05/2020,27.87,13.60,,11.26,,17.12
23/05/2020,27.92,13.62,,11.33,,17.13
24/05/2020,27.97,13.70,,11.30,,17.15
25/05/2020,28.03,13.70,,11.30,,17.18
26/05/2020,28.07,13.74,,11.27,,17.19
27/05/2020,28.11,13.74,,11.26,,17.19
28/05/2020,28.17,13.78,,11.24,,17.20
29/05/2020,28.20,13.80,,11.18,,17.23
30/05/2020,28.23,13.82,,11.13,,17.25
31/05/2020,28.26,13.84,,11.07,,17.28
01/06/2020,28.28,13.88,,11.01,,17.30
02/06/2020,28.31,13.90,,10.94,,17.34
03/06/2020,28.33,13.90,,10.86,,17.36
04/06/2020,28.35,13.91,,10.80,,17.37
05/06/2020,28.38,13.90,,10.72,,17.41
06/06/2020,28.41,13.92,,10.61,,17.44
07/06/2020,28.44,13.92,,10.50,,17.47
08/06/2020,28.46,13.95,,10.36,,17.48
09/06/2020,28.47,13.95,,10.19,,17.49
10/06/2020,28.48,13.96,,10.01,,17.50
11/06/2020,28.49,13.95,,9.79,,17.53
12/06/2020,28.49,13.95,,9.58,,17.53
13/06/2020,28.49,13.96,,9.39,,17.55
14/06/2020,28.50,13.95,,9.20,,17.56
15/06/2020,28.51,13.93,,9.02,,17.57
16/06/2020,28.51,13.91,,8.84,,17.58
17/06/2020,28.51,13.92,,8.76,,17.58
18/06/2020,28.52,13.90,,8.48,,17.60
19/06/2020,28.52,13.89,,8.17,,17.60
20/06/2020,28.52,13.87,,7.98,,17.60
21/06/2020,28.51,13.85,,7.82,,17.60
22/06/2020,28.49,13.81,,7.45,,17.60
23/06/2020,28.47,13.83,,7.34,,17.60
24/06/2020,28.46,13.80,,7.24,,17.60
25/06/2020,28.45,13.79,,7.20,,17.56
26/06/2020,28.44,13.76,,7.18,,17.55
27/06/2020,28.43,13.74,,7.20,,17.54
28/06/2020,28.42,13.72,,7.26,,17.53
29/06/2020,28.40,13.71,,7.34,,17.54
30/06/2020,28.39,13.71,,7.35,,17.49
01/07/2020,28.38,13.68,,7.37,,17.47
02/07/2020,28.37,13.66,,7.39,,17.46
03/07/2020,28.35,13.63,,7.40,,17.43
04/07/2020,28.33,13.62,,7.50,,17.41
05/07/2020,28.32,13.60,,7.59,,17.39
06/07/2020,28.32,13.59,,7.71,,17.37
07/07/2020,28.32,13.58,,7.80,,17.35
08/07/2020,28.31,13.56,,7.90,,17.32
09/07/2020,28.30,13.55,,8.01,,17.31
10/07/2020,28.28,13.51,,8.05,,17.28
11/07/2020,28.26,13.50,,8.08,,17.25
12/07/2020,28.25,13.49,,8.12,,17.22
13/07/2020,28.24,13.46,,8.15,,17.19
14/07/2020,28.23,13.44,,8.18,,17.15
15/07/2020,28.20,13.41,,8.20,,17.12
16/07/2020,28.17,13.38,,8.22,,17.08
17/07/2020,28.15,13.35,,8.26,,17.04
18/07/2020,28.12,13.32,,8.31,,17.00
19/07/2020,28.09,13.29,,8.35,,16.97
20/07/2020,28.05,13.26,,8.38,,16.94
21/07/2020,28.01,13.22,,8.39,,16.90
22/07/2020,27.98,13.19,,8.37,,16.86
23/07/2020,27.94,13.15,,8.31,,16.80
24/07/2020,27.90,13.13,,8.23,,16.76
25/07/2020,27.86,13.09,,8.10,,16.70
26/07/2020,27.82,13.04,,8.01,,16.65
27/07/2020,27.77,13.00,,7.84,,16.60
28/07/2020,27.72,12.95,,7.64,,16.60
29/07/2020,27.67,12.91,,7.44,,16.55
30/07/2020,27.60,12.85,,7.24,,16.50
31/07/2020,27.54,12.81,,6.96,,16.45
01/08/2020,27.49,12.75,,6.82,,16.34
02/08/2020,27.43,12.69,,6.64,,16.28
03/08/2020,27.37,12.64,,6.44,,16.22
04/08/2020,27.30,12.59,,6.27,,16.23
05/08/2020,27.25,12.53,,6.09,,16.23
06/08/2020,27.20,12.48,,5.95,,16.11
07/08/2020,27.15,12.43,,5.85,,16.11
08/08/2020,27.09,12.37,,5.79,,15.95
09/08/2020,27.03,12.39,,5.69,,15.88
10/08/2020,26.96,12.32,,5.55,,15.80
11/08/2020,26.89,12.20,,5.34,,15.70
12/08/2020,26.84,12.14,,5.10,,15.52
13/08/2020,26.77,12.08,,4.74,,15.44
14/08/2020,26.67,12.02,,4.39,,15.34
15/08/2020,26.60,11.95,,4.10,,15.22
16/08/2020,26.53,11.88,,3.88,,15.10
17/08/2020,26.45,11.81,,3.58,,14.98
18/08/2020,26.35,11.74,,3.36,,14.83
19/08/2020,26.25,11.67,,3.10,,14.65
20/08/2020,26.15,11.59,,2.79,,14.47
21/08/2020,26.05,11.51,,2.58,,14.25
22/08/2020,25.96,11.43,,2.48,,14.25
23/08/2020,25.86,11.32,,2.44,,14.05
24/08/2020,25.76,11.25,,2.43,,13.82
25/08/2020,25.63,11.16,,2.32,,13.64
26/08/2020,25.51,11.08,,2.17,,12.98
27/08/2020,25.39,11.04,,2.02,,12.98
28/08/2020,25.26,10.88,,1.94,,12.68
29/08/2020,25.13,10.78,,2.10,,12.36
30/08/2020,25.00,10.65,,2.20,,12.00
31/08/2020,24.85,10.56,,2.42,,11.74
01/09/2020,24.67,10.45,,2.49,,11.46
02/09/2020,24.51,10.33,,2.36,,11.10
03/09/2020,24.33,10.21,,2.22,,10.83
04/09/2020,24.17,10.09,,2.02,,10.57
05/09/2020,23.98,9.94,,1.90,,10.27
06/09/2020,23.79,9.80,,1.78,,10.04
07/09/2020,23.59,9.65,,1.64,,9.80
08/09/2020,23.39,9.50,,1.58,,9.56
09/09/2020,23.17,9.34,,1.50,,9.32
10/09/2020,22.95,9.18,,1.45,,9.10
11/09/2020,22.75,8.91,,1.42,,8.87
12/09/2020,22.53,8.86,,1.38,,8.62
13/09/2020,22.29,8.66,,1.43,,8.38
14/09/2020,22.05,8.48,,1.35,,8.12
15/09/2020,21.80,8.29,,1.42,,7.88
16/09/2020,21.54,8.08,,1.44,,7.68
17/09/2020,21.28,7.85,,1.44,,7.46
18/09/2020,21.01,7.65,,1.42,,7.29
19/09/2020,20.74,7.43,,1.39,,7.12
20/09/2020,20.49,7.25,,1.42,,6.96
21/09/2020,20.24,7.05,,1.25,,6.87
22/09/2020,19.99,6.84,,1.35,,6.77
23/09/2020,19.75,6.66,,1.31,,6.65
24/09/2020,19.53,6.44,,1.28,,6.55
25/09/2020,19.27,6.23,,1.25,,6.48
26/09/2020,19.07,6.12,,1.25,,6.40
27/09/2020,18.88,5.89,,1.36,,6.32
28/09/2020,18.69,5.69,,1.62,,6.28
29/09/2020,18.49,5.51,,1.74,,6.26
30/09/2020,18.31,5.31,,2.06,,6.22
01/10/2020,18.13,5.16,,2.20,,6.19
02/10/2020,17.97,4.98,,2.31,,6.18
03/10/2020,17.81,4.84,,2.43,,6.20
04/10/2020,17.66,4.70,,2.46,,6.23
05/10/2020,17.51,4.56,,2.59,,6.32
06/10/2020,17.36,4.43,,2.67,,6.42
07/10/2020,17.28,4.35,,2.79,,6.53
08/10/2020,17.21,4.26,,2.77,,6.68
09/10/2020,17.15,4.15,,2.82,,6.80
10/10/2020,17.09,4.08,,2.82,,6.94
11/10/2020,17.04,4.01,,2.78,,7.03
12/10/2020,17.01,3.96,,2.71,,7.14
13/10/2020,16.99,3.90,,2.48,,7.24
14/10/2020,16.98,3.85,,2.38,,7.32
15/10/2020,16.97,3.85,,2.32,,7.40
16/10/2020,16.97,3.84,,2.18,,7.46
17/10/2020,16.98,3.87,,2.21,,7.50
18/10/2020,17.00,3.87,,2.10,,7.50
19/10/2020,17.02,3.88,,2.04,,7.50
20/10/2020,17.08,3.90,,1.86,,7.50
21/10/2020,17.05,3.91,,1.61,,7.46
22/10/2020,17.08,3.93,,,,7.42
23/10/2020,17.09,3.92,,1.63,,7.38
24/10/2020,17.07,3.89,,1.68,,7.34
25/10/2020,17.05,3.86,,1.83,,7.28
26/10/2020,17.02,3.84,,1.94,,7.18
27/10/2020,16.98,3.80,,2.03,,7.10
28/10/2020,16.94,3.72,,2.07,,7.00
29/10/2020,16.89,3.70,,2.34,,6.98
30/10/2020,16.85,3.69,,2.54,,6.92
31/10/2020,16.81,3.63,,2.76,,6.87
01/11/2020,16.77,3.63,,2.88,,6.81
02/11/2020,16.72,3.54,,2.85,,6.78
03/11/2020,16.66,3.57,,2.78,,6.77
04/11/2020,16.62,3.53,,2.68,,6.80
05/11/2020,16.61,3.52,,2.51,,6.86
06/11/2020,16.60,3.51,,2.36,,6.92
07/11/2020,16.60,3.48,,2.18,,6.99
08/11/2020,16.61,3.48,,2.06,,7.02
09/11/2020,16.63,3.48,,1.94,,7.10
10/11/2020,16.65,3.48,,1.88,,7.10
11/11/2020,16.66,3.47,,1.80,,7.10
12/11/2020,16.67,3.49,,1.65,,7.10
13/11/2020,16.69,3.54,,1.66,,7.00
14/11/2020,16.71,3.53,,1.62,,7.00
15/11/2020,16.74,3.58,,1.60,,6.97
16/11/2020,16.77,3.64,,1.62,,6.93
17/11/2020,16.81,3.68,,1.62,,6.88
18/11/2020,16.86,3.73,,1.58,,6.88
19/11/2020,16.92,3.78,,1.56,,6.90
20/11/2020,16.98,3.81,,1.56,,6.90
21/11/2020,17.03,3.86,,1.56,,6.90
22/11/2020,17.08,3.91,,1.76,,6.90
23/11/2020,17.14,3.90,,2.03,,6.90
24/11/2020,17.18,3.93,,2.37,,6.90
25/11/2020,17.25,3.96,,,,
26/11/2020,17.29,3.97,,2.96,,6.90
27/11/2020,17.34,4.03,,3.18,,7.02
28/11/2020,17.39,4.08,,3.49,,7.16
29/11/2020,17.45,4.12,,3.97,,7.30
30/11/2020,17.51,4.19,,4.36,,7.44
01/12/2020,17.60,4.28,,4.81,,7.59
02/12/2020,17.67,4.36,,5.15,,7.76
03/12/2020,17.76,4.43,,5.33,,7.93
04/12/2020,17.86,4.52,,5.70,,8.13
05/12/2020,17.96,4.60,,5.80,,8.32
06/12/2020,18.07,4.68,,5.96,,8.50
07/12/2020,18.18,4.77,,6.06,,8.74
08/12/2020,18.28,4.86,,6.17,,8.93
09/12/2020,18.47,4.95,,6.36,,9.15
10/12/2020,18.59,5.03,,6.57,,9.33
11/12/2020,18.71,5.12,,6.81,,9.52
12/12/2020,18.82,5.21,,7.03,,9.84
13/12/2020,18.93,5.31,,7.26,,9.87
14/12/2020,19.05,5.39,,7.49,,9.96
15/12/2020,19.13,5.51,,7.74,,10.14
16/12/2020,19.26,5.63,,8.01,,10.31
17/12/2020,19.40,5.77,,8.24,,10.43
18/12/2020,19.53,5.87,,8.48,,10.59
19/12/2020,19.65,6.01,,8.76,,10.74
20/12/2020,19.78,6.17,,8.80,,10.85
21/12/2020,19.91,6.28,,8.89,,11.00
22/12/2020,20.02,6.39,,8.98,,11.15
23/12/2020,20.16,6.49,,9.01,,11.28
24/12/2020,20.29,6.59,,9.04,,11.40
25/12/2020,20.41,6.68,,9.05,,11.50
26/12/2020,20.52,6.78,,9.10,,11.62
27/12/2020,20.62,6.87,,9.13,,11.75
28/12/2020,20.72,6.95,,9.10,,11.88
29/12/2020,20.80,7.04,,9.07,,12.00
30/12/2020,20.96,7.20,,9.02,,12.24
31/12/2020,21.11,7.33,,8.94,,12.40
01/01/2021,21.26,7.45,,8.88,,12.48
02/01/2021,21.39,7.57,,8.86,,12.58
03/01/2021,21.52,7.70,,8.85,,12.68
04/01/2021,21.63,7.83,,8.86,,12.82
05/01/2021,21.77,7.95,,8.94,,12.90
06/01/2021,21.89,8.05,,9.02,,12.98
07/01/2021,22.07,8.17,,9.13,,13.03
08/01/2021,22.13,8.29,,9.24,,13.08
09/01/2021,22.25,8.39,,9.33,,13.14
10/01/2021,22.38,8.52,,9.44,,13.23
11/01/2021,22.51,8.65,,9.49,,13.29
12/01/2021,22.62,8.72,,9.56,,13.35
13/01/2021,22.71,8.83,,9.66,,13.40
14/01/2021,22.82,8.91,,9.74,,13.48
16/01/2021,23.06,9.12,,9.86,,13.57
17/01/2021,23.12,9.22,,9.92,,13.63
18/01/2021,23.21,9.30,,9.98,,13.68
20/01/2021,23.50,9.54,,10.22,,13.88
22/01/2021,23.72,9.77,,10.24,,14.05
23/01/2021,23.80,9.86,,10.25,,14.10
24/01/2021,23.88,9.93,,10.27,,14.18
25/01/2021,23.95,10.04,,10.26,,14.24
26/01/2021,24.02,10.10,,10.27,,14.29
27/01/2021,24.11,10.20,,10.28,,14.36
28/01/2021,24.21,10.29,,10.29,,14.41
29/01/2021,24.30,10.37,,10.36,,14.46
30/01/2021,24.37,10.48,,10.41,,14.51
31/01/2021,24.43,10.53,,10.43,,14.57
01/02/2021,24.49,10.59,,10.53,,14.61
02/02/2021,24.57,10.65,,10.62,,14.65
03/02/2021,24.64,10.73,,10.69,,14.70
04/02/2021,24.68,10.78,,10.76,,14.76
05/02/2021,24.73,10.81,,10.80,,14.79
06/02/2021,24.78,10.87,,10.86,,14.85
07/02/2021,24.82,10.91,,10.92,,14.89
08/02/2021,24.87,10.97,,10.95,,14.92
09/02/2021,24.91,11.01,,10.98,,14.96
10/02/2021,24.97,11.06,,10.99,,15.09
11/02/2021,25.00,11.11,,10.98,,15.15
12/02/2021,25.06,11.17,,10.96,,15.22
13/02/2021,25.12,11.24,,10.94,,15.28
14/02/2021,25.19,11.35,,10.94,,15.32
15/02/2021,25.26,11.38,,10.94,,15.38
16/02/2021,25.35,11.45,,10.91,,15.42
17/02/2021,25.39,11.50,,10.89,,15.47
18/02/2021,25.40,11.55,,10.88,,15.49
19/02/2021,25.42,11.59,,10.83,,15.51
20/02/2021,25.46,11.65,,10.79,,15.55
21/02/2021,25.51,11.72,,10.77,,15.57
22/02/2021,25.56,11.75,,10.71,,15.59
23/02/2021,25.59,11.80,,10.63,,15.61
24/02/2021,25.63,11.82,,10.62,,15.62
25/02/2021,25.65,11.87,,10.55,,15.65
26/02/2021,25.69,11.92,,10.49,,15.68
27/02/2021,25.73,12.01,,10.48,,15.70
28/02/2021,25.75,12.05,,10.44,,15.72
01/03/2021,25.79,12.06,,10.45,,15.76
02/03/2021,25.81,12.12,,10.47,,15.80
03/03/2021,25.84,12.17,,10.50,,15.82
04/03/2021,25.88,12.23,,10.52,,15.85
05/03/2021,25.91,12.26,,10.54,,15.92
06/03/2021,25.94,12.30,,10.54,,15.93
07/03/2021,25.98,12.36,,10.58,,15.94
08/03/2021,26.02,12.39,,10.70,,15.95
09/03/2021,26.04,12.44,,10.86,,15.95
10/03/2021,26.07,12.49,,10.95,,16.05
11/03/2021,26.13,12.58,,11.02,,16.10
12/03/2021,26.19,12.62,,11.08,,16.18
13/03/2021,26.25,12.69,,11.13,,16.22
14/03/2021,26.31,12.73,,11.17,,16.25
15/03/2021,26.38,12.77,,11.19,,16.28
16/03/2021,26.41,12.82,,11.21,,16.31
17/03/2021,26.46,12.84,,11.23,,16.34
18/03/2021,26.53,12.93,,11.25,,16.41
19/03/2021,26.58,12.96,,11.27,,16.46
20/03/2021,26.63,12.98,,11.28,,16.52
21/03/2021,26.68,13.00,,11.29,,16.65
22/03/2021,26.74,13.08,,11.31,,16.67
23/03/2021,26.81,13.11,,11.33,,16.71
24/03/2021,26.90,13.17,,11.35,,16.76
25/03/2021,26.95,13.23,,11.36,,16.79
26/03/2021,26.99,13.26,,11.37,,16.83
27/03/2021,27.04,13.29,,11.37,,16.87
28/03/2021,27.10,13.30,,11.37,,16.91
29/03/2021,27.16,13.37,,11.43,,16.95
30/03/2021,27.21,13.41,,11.48,,17.00
31/03/2021,27.28,13.46,,11.51,,17.07
01/04/2021,27.34,13.52,,11.57,,17.10
02/04/2021,27.40,13.56,,11.62,,17.15
03/04/2021,27.45,13.60,,11.65,,17.20
04/04/2021,27.50,13.64,,11.68,,17.24
05/04/2021,27.54,13.67,,11.70,,17.30
06/04/2021,27.60,13.73,,11.76,,17.35
07/04/2021,27.65,13.76,,11.80,,17.38
08/04/2021,27.70,13.79,,11.83,,17.40
09/04/2021,27.75,13.81,,11.87,,17.43
10/04/2021,27.80,13.84,,11.92,,17.45
11/04/2021,27.86,13.88,,11.96,,17.50
12/04/2021,27.92,13.92,,11.99,,17.53
13/04/2021,27.96,13.94,,12.04,,17.55
14/04/2021,28.01,13.97,,12.10,,17.60
15/04/2021,28.08,14.01,,12.14,,17.64
16/04/2021,28.14,14.04,,12.19,,17.68
17/04/2021,28.21,14.10,,12.23,,17.72
18/04/2021,28.28,14.13,,12.25,,17.77
19/04/2021,28.36,14.22,,12.32,,17.80
20/04/2021,28.42,14.24,,12.34,,17.83
21/04/2021,28.48,14.27,,12.38,,17.89
22/04/2021,28.54,14.30,,12.40,,17.95
23/04/2021,28.61,14.35,,12.43,,17.98
24/04/2021,28.67,14.38,,12.44,,18.02
25/04/2021,28.72,14.43,,12.45,,18.06
26/04/2021,28.77,14.45,,12.49,,18.10
27/04/2021,28.86,14.52,,12.51,,18.15
28/04/2021,28.92,14.55,,12.56,,18.21
29/04/2021,28.98,14.58,,12.61,,18.26
30/04/2021,29.03,14.61,,12.64,,
01/05/2021,29.08,14.65,,12.70,,18.32
02/05/2021,29.12,14.69,,12.76,,18.35
03/05/2021,29.16,14.73,,12.76,,18.40
04/05/2021,29.23,14.78,,12.77,,18.42
05/05/2021,29.27,14.80,,12.77,,18.44
06/05/2021,29.30,14.84,,12.81,,18.47
07/05/2021,29.33,14.86,,12.82,,18.50
08/05/2021,29.38,14.89,,12.82,,18.52
09/05/2021,29.43,14.91,,12.80,,18.53
10/05/2021,29.47,14.94,,12.78,,18.56
11/05/2021,29.52,14.97,,12.74,,18.59
12/05/2021,29.56,14.99,,12.73,,18.62
13/05/2021,29.60,15.04,,12.71,,18.66
14/05/2021,29.64,15.06,,12.68,,18.69
15/05/2021,29.67,15.07,,12.64,,18.71
16/05/2021,29.70,15.09,,12.61,,18.73
17/05/2021,29.72,15.10,,12.60,,18.75
18/05/2021,29.74,15.13,,12.58,,18.79
19/05/2021,29.77,15.14,,12.51,,18.81
20/05/2021,29.81,15.15,,12.50,,18.83
21/05/2021,29.84,15.17,,12.48,,18.85
22/05/2021,29.86,15.17,,12.42,,18.88
23/05/2021,29.88,15.19,,12.40,,18.89
24/05/2021,29.89,15.19,,12.34,,18.90
25/05/2021,29.91,15.19,,12.32,,18.92
26/05/2021,29.92,15.19,,12.25,,18.94
27/05/2021,29.93,15.19,,12.21,,18.94
28/05/2021,29.95,15.19,,12.16,,18.95
29/05/2021,29.95,15.19,,12.10,,18.97
30/05/2021,29.97,15.19,,12.03,,18.99
31/05/2021,29.97,15.20,,12.00,,19.00
01/06/2021,29.98,15.19,,11.93,,19.01
02/06/2021,29.98,15.18,,11.87,,19.02
03/06/2021,29.98,15.18,,11.82,,19.03
04/06/2021,29.99,15.18,,11.76,,19.04
05/06/2021,30.00,15.17,,11.69,,19.06
06/06/2021,30.00,15.17,,11.61,,19.07
07/06/2021,30.00,15.16,,11.62,,19.07
08/06/2021,30.00,15.16,,11.58,,19.07
09/06/2021,30.00,15.15,,11.53,,19.08
10/06/2021,30.00,15.15,,11.48,,19.07
11/06/2021,30.00,15.14,,11.42,,19.05
12/06/2021,30.00,15.12,,11.35,,19.05
13/06/2021,30.00,15.11,,11.32,,19.05
14/06/2021,29.99,15.09,,11.27,,19.05
15/06/2021,29.99,15.09,,11.22,,19.05
16/06/2021,30.02,15.08,,11.17,,19.05
17/06/2021,30.02,15.09,,11.15,,19.08
18/06/2021,30.02,15.09,,11.11,,19.10
19/06/2021,30.02,15.08,,11.06,,19.12
20/06/2021,30.02,15.08,,11.01,,19.12
21/06/2021,30.01,15.07,,10.96,,19.12
22/06/2021,30.00,15.00,,10.92,,19.12
23/06/2021,30.01,15.06,,10.82,,19.12
24/06/2021,30.01,15.05,,10.77,,19.10
25/06/2021,30.00,15.04,,10.70,,19.09
26/06/2021,29.98,15.04,,10.60,,19.09
27/06/2021,29.98,15.03,,10.54,,19.07
28/06/2021,29.98,15.01,,10.38,,19.07
29/06/2021,29.97,15.01,,10.32,,19.06
30/06/2021,29.96,14.98,,10.22,,19.05
01/07/2021,29.94,14.97,,10.16,,19.03
02/07/2021,29.91,14.95,,10.14,,19.01
03/07/2021,29.89,14.92,,10.02,,19.00
04/07/2021,29.88,14.92,,9.88,,18.98
05/07/2021,29.87,14.92,,9.77,,18.96
06/07/2021,29.85,14.89,,9.68,,18.94
07/07/2021,29.83,14.86,,9.60,,18.93
08/07/2021,29.80,14.84,,9.27,,18.90
09/07/2021,29.77,14.82,,9.14,,18.88
10/07/2021,29.75,14.79,,9.01,,18.86
11/07/2021,29.72,14.79,,8.90,,18.85
12/07/2021,29.69,14.75,,8.76,,18.81
13/07/2021,29.67,14.72,,8.59,,18.78
14/07/2021,29.65,14.71,,8.34,,18.76
15/07/2021,29.62,14.68,,8.10,,18.72
